x y labels
-4.475372875137982 -2.0223898181824427 2
3.711002656990184 -2.8918162398080485 1
5.5588055406198595 2.609402696425428 2
2.528325706806398 2.25136522228454 1
-3.813438609011716 2.9100516472082565 0
0.8688861570058679 3.2504116398650083 1
-4.725597119134427 -3.3677686776235904 2
-3.0984092794072042 3.0024943389018683 0
2.1906997289697334 0.6036390771089075 1
0.3672318138838647 -1.2671008076237629 0
3.2004525093082403 -2.7915945955008326 1
4.853282185823733 -2.6397117304410727 1
5.6169495988573 3.0027408819999044 2
-3.5618336527087626 -1.3776716783429077 2
0.528879745585174 -4.737086511112471 0
-0.5170944579202279 1.502973172349737 1
3.43769456898091 4.454878075009034 2
-6.0372012256807945 -4.442589181476455 2
-2.2551882357835202 1.7387930991048972 0
-4.442229279513173 -2.176472646398568 2
4.618539130786293 2.056828069299362 2
-4.1099914901636065 -2.491451054563975 2
-3.511481853462503 2.4244282869789444 0
0.5627610966190263 2.7407370922377323 1
-3.6998296800441723 2.1477501535064816 0
2.8176818734903666 1.8342454818008735 2
-5.873160977635301 -1.5793848819450438 2
-4.122890225518648 1.5642305657409312 0
2.55912397570816 3.732253070828436 2
-1.9342166797811657 -3.971156925832625 2
-3.6843650527583947 0.47779878417599697 0
2.3625504069916583 1.4586027040379634 1
2.8865638970270098 -2.5674100249468546 1
-4.168198839744716 -2.674180344307991 2
5.011207063774909 -3.9765626605201803 1
5.407540000241228 2.6291015797107256 2
0.4512840160401709 -4.184059985868237 0
-2.3401978228901292 3.2420441605773354 0
3.5755072094290727 -3.2315309817303333 1
0.35054597866410736 1.1877165887625682 1
-3.6809609039429017 2.25062962452259 0
-0.06932869669048287 -2.60839206717354 0
1.3314571125875918 2.212692136523981 1
-4.343853675571076 2.543596856834247 0
-3.7173242877515795 -3.3260974318473204 2
2.880884601440272 4.4560789037036415 2
-2.537892062955026 0.43985929050234596 0
4.1810387443578705 -1.3928245490509377 1
-4.115985185472396 -2.6754589686617525 2
-4.13597732610059 -3.2972697854931297 2
-1.3065340728440185 -2.423619519840408 0
-4.195057340875901 -1.6946065757678186 2
-0.9691428876279695 -1.6754153749665426 2
4.429526140021965 1.8930016017999538 2
-0.024616955875778355 1.7248383808308403 1
-4.933914655626501 -3.0330203260835993 2
-3.8399629305521694 3.376168921116225 0
5.693809113288081 -2.3031302207497086 1
-4.754397940996653 3.752868155233288 0
5.810534914125457 1.1942730774422625 2
-3.1467187780443777 -2.9130293097110322 2
1.0400891531540952 -3.4184400383000257 0
-0.22876582887016242 -0.8866386254368845 0
-4.687172700119599 1.6547943585012805 0
-3.878178729008563 3.6294839079119194 0
4.142251372526318 -1.9864945200114525 1
-0.625342001465988 -3.0938430672545096 0
-1.199268032335186 3.3633453175440216 1
4.661681076465983 -1.5136478197879357 1
4.276499304822184 1.7667283961046871 2
-4.191835552361615 1.6123710359151637 0
-4.306204012628372 3.3279746426072463 0
-3.161016586125495 3.4311020813035573 0
-3.3454198474132997 -2.551188447607664 2
-0.18092030207815046 1.8960793722067426 1
2.7802556030209673 4.949368649061397 2
-2.1424667290773685 -3.330168864022708 0
-5.117310348635278 2.7344156978170924 0
0.5031848134353261 3.793225882532262 1
-4.27909772154329 -0.877150914045999 2
3.4542258320174324 2.301162137111103 2
4.623362176578032 2.0650433170447724 2
-4.267888079626016 3.030355466738186 0
-4.5574947217860435 -1.5608312558035122 2
0.23249455917873788 3.1825514068644853 1
-2.4135030011737877 -4.277566375805987 0
2.668048333482752 0.7393114396012166 2
3.6550127898450206 2.2691602568645304 2
-0.18656977190734877 2.398254127470855 1
3.299601495078745 2.2966055510354417 2
-0.3312831699326283 -2.1134608548669087 0
1.038824601859414 4.686979646974258 1
-1.8621719325605177 -3.2855339969202353 2
-0.7778588266274128 -1.3841588920758314 0
-3.8437361497299167 -2.6902210250848615 2
-0.8224671889042517 -1.7782887078873073 0
4.106222724035217 0.9743196837706423 2
-2.5485707394090644 -3.1180368476815787 2
4.03494358936374 -1.0460824183911825 1
4.510937774492089 -0.7893381613288646 1
4.134048196554623 3.702054862199706 2
5.306206065135449 -3.104602969164376 1
1.9046587083409812 3.6110566985605046 1
5.620912285621747 -3.306184817382224 1
5.442876928496309 -3.0396815622024924 1
-0.31011677351806 0.06516223589286119 1
-4.670662286289031 2.8775637863209194 0
3.8134210064885337 2.4431755191141526 2
3.816599802679976 -1.3989997973315182 1
4.2426694410817944 2.7018301788740042 2
2.054624102518116 -2.446590463201652 0
-2.1652823733503133 -1.9356171445056862 2
4.693366225660385 -3.2580673285562325 1
-4.5281717522634555 1.4270313778438295 0
-4.411639163188482 -1.2214719171582782 2
-4.671246130836819 2.487335401081099 0
1.146900376399483 -2.549702579158676 0
-2.9898728226652755 -1.5799820667522368 2
-4.701344426257177 -3.037223023875338 2
0.44136444356858207 2.3998447667165004 1
-3.3789172991609915 -1.5438782958753037 2
-3.7699052646356166 3.2620111803120246 0
1.208456328551963 -1.3842981972155137 0
4.366332014540058 1.4554106180922084 2
3.129991776809148 -2.130809530453126 1
0.8018610318713447 2.5465672984241454 1
0.7405564510962748 1.5462993981920654 1
-3.9781371633734475 -2.9686738162778914 2
1.7602492264490932 -2.56065249177481 0
4.661020287598693 4.292158208975567 2
-0.3748046873026527 -3.2499696172756662 0
3.501786436368922 2.1890150216971493 2
0.986335187821242 2.713533901335442 1
3.3988431993506163 -1.9439264899226147 1
-0.38483224883279044 -1.0418917613904801 0
-3.1472959382747137 -2.4646399029452426 2
3.8568042549927624 -1.4670162210502489 1
-2.8765878379780645 -2.1947329597559895 2
4.284748110849058 2.7624674454632685 2
-3.4849263863606343 -5.282534467652923 2
0.45161595055524156 -1.3958256736967865 0
0.2487991613877705 2.2033588476291373 1
0.7928068659193477 1.8764692703202084 1
-0.4148469012882354 -2.048053962678777 0
4.060750195799507 2.7111247550077167 2
0.45015551276717897 -0.7346648994809284 0
0.8461606475850334 1.6404840591680137 1
-5.538793245744643 -2.9478951847161188 2
3.533845143174072 -1.1150086563513613 1
0.0174094083000046 1.3779812712531117 1
-0.8514556565308268 -1.499118576319699 0
2.325804192381068 3.3250298244389858 2
-0.10534471250754213 -1.869804329315089 0
2.763146623458603 3.3758389276492995 2
-0.26621850600362207 2.5326145466933587 1
4.141640537665805 -5.016303860965749 1
4.372456851511442 -2.6484898030593937 1
3.7458201323926317 3.899843942480986 2
4.128376990155944 -0.7395848164246777 1
6.051173442857444 3.0856620001723822 2
-3.9866473236528233 -3.194693595287226 2
-3.099144050735588 1.8162721408256668 0
-1.2300581356669618 3.0505374959762155 1
4.169869255347572 -3.664007971161202 1
0.07782112791270591 3.1183802619985244 1
4.016527567305616 2.6771877202759606 2
0.6743961048208689 -3.2223919054141508 0
-1.0949118457410418 2.669382433058668 1
-4.620000843948129 3.198032034072219 0
-4.448738032671622 -3.1724480387865963 2
0.043668993178389105 2.273685757486395 1
2.8835299821152556 2.5809271009732786 2
-4.705840507402284 -1.3073139322453065 2
-3.576505645935887 2.577340068348559 0
0.602319280295629 2.9202822036470595 1
-5.14251819802214 2.1506572775871224 0
0.017164726374088564 -2.9291422782350938 0
-5.943323405668353 -2.147505635630667 2
3.40433211908971 -2.809121318641862 1
2.434261849344095 -1.4861775330282945 1
-4.691660751725309 2.1032464731440226 0
5.114382976779792 1.9134760611784074 2
-1.3731173202467557 2.815159392042292 1
4.795026094424845 2.1255616811567792 2
-1.8144245934668386 1.1035036645118623 0
-3.809084515332534 4.600255136478842 0
1.2737559301587766 4.467101749254734 1
-0.19899818380372442 -0.6335286248478749 0
4.836004719434269 4.0433591108044835 2
3.7775859714700912 -1.0298396561742598 1
3.2180883173131996 2.062491017171419 2
-3.487070179581991 2.2019071648972846 0
0.5294653243527092 2.637701209997386 1
-3.8017002798732302 2.6190086458074586 0
