cell_size total_intensity class
-2.6338884603492776 1.0721843962287232 quiescent
0.42099761568395855 -0.10966905562091665 quiescent
1.2540070791514033 2.3150386662067257 quiescent
0.1593340860528267 -2.2885204743440366 quiescent
-0.4186465823149354 2.4342736289310016 quiescent
-1.030759050179399 -1.2678084622480794 quiescent
1.2164275092053336 1.566663142060888 quiescent
-2.16131403643776 1.848379606242654 quiescent
-0.2877533285424224 -1.3314434461272544 quiescent
-0.60131728768339 1.2360084276756114 quiescent
1.6715744651696878 -0.8797859082323887 quiescent
2.0831690945554024 -0.9920163647295279 quiescent
0.8769699157161392 0.48641136517263156 quiescent
0.024791350958423414 0.2657815804139406 quiescent
-1.9979274997758723 -2.641032840598175 quiescent
2.856988062511472 1.666585047840757 quiescent
-0.7756416868803419 -1.4955402414753944 quiescent
-0.40183211943902386 0.795533200107279 quiescent
0.2400556041717457 1.3142533816743374 quiescent
0.2798420864824265 0.6150774708123845 quiescent
-2.166170708144384 -0.7566987944196768 quiescent
-2.47608189873615 -1.3358333762445727 quiescent
0.9316240512585126 1.4341825561870447 quiescent
-1.291974541164063 1.0120672885319584 quiescent
-0.7130593127069731 0.7164152727263359 quiescent
1.6974440811771405 2.279725224633298 quiescent
3.0767601642861666 0.8784930002585737 quiescent
-0.03692543381366753 -1.1627424287537393 quiescent
1.303329235508802 1.1256174597975122 quiescent
2.9204307790705517 2.448556391213231 activated
1.2799218329334334 -0.6195439645665483 quiescent
-0.3133413500621672 0.8799347867732965 quiescent
0.5494980218100873 -1.5668840728616873 quiescent
1.1892102988790216 -0.9352960945196874 quiescent
3.0986749803282514 -2.206735388748937 quiescent
2.725807975277621 3.0520871631516067 activated
-0.2798684902671994 -0.08523672132877096 quiescent
2.3856170855649186 3.306680687281558 activated
-0.48362580602026123 -0.5760815320026235 quiescent
0.6572495209368563 1.6834924824856383 quiescent
0.06332062007338925 0.8742228205737334 quiescent
2.3591318654671936 3.5281777615991468 activated
-0.836242082679065 1.4087531162947315 quiescent
-1.0587607611034258 1.7890291016320403 quiescent
-0.9300012659221939 1.0470480511083284 quiescent
4.5462856685580455 1.236876937550186 quiescent
0.6259530074622938 1.1771559765233843 quiescent
-0.0028372242570055524 -2.0949306368931477 quiescent
0.3640041616226919 0.30274526831100607 quiescent
0.18023842872244372 0.9258046645611289 quiescent
-0.05804326389907667 -2.423658532054942 quiescent
0.9915304313980393 2.6882373134633504 quiescent
2.7333216336144206 3.0168434339697505 activated
-0.970375032382362 1.3522303374730664 quiescent
0.525818967996161 -1.9684251168561477 quiescent
0.28637322700119905 3.1503827047182633 quiescent
-0.1267620411069447 -0.4460428241602554 quiescent
0.02002901452076489 -1.0420403929308395 quiescent
-0.3334922139155389 -0.30113710339499616 quiescent
0.9327052564583587 -0.8997067966062711 quiescent
2.4254243982859505 0.7541113229998564 quiescent
-2.139833130780798 2.6519399224665396 quiescent
1.3512839238966177 -1.0255917887614996 quiescent
-0.20466711584404956 -0.17858128166221482 quiescent
0.4271221662735869 0.3937011681949029 quiescent
0.935043264867049 -0.6524350244328416 quiescent
0.9278086961794398 -0.6647578960509566 quiescent
3.2067421011592234 -1.1783009953803534 quiescent
-1.6786730978395918 2.934118355555463 quiescent
3.2783631097997423 -2.0947445032322065 quiescent
-1.4955296932945237 -0.16019098016883765 quiescent
-2.8097414664529525 1.3809226770824343 quiescent
-0.6706928471789974 1.8367615572082483 quiescent
-0.8434581465286347 2.9323171125135516 quiescent
-0.356912903628274 1.7329318291323377 quiescent
-1.6747050268271166 0.1213906514599179 quiescent
0.8441416449285395 0.36110563835659837 quiescent
-2.0596759803701334 0.4727390880634377 quiescent
0.06550348976758366 -0.33947136377040776 quiescent
1.4795027817318631 0.3203008520031627 quiescent
-0.48974924711727635 -2.0140136840661538 quiescent
1.910633895238165 2.9506526238821023 quiescent
3.792488560209597 -0.3729521665731901 quiescent
-0.8186612519738516 -0.2982567943333451 quiescent
-0.35465542771948005 1.0917202499994731 quiescent
-4.18962750021981 2.9062932204241196 quiescent
2.6836159069419323 3.1164495961881187 activated
0.4283809878813882 1.3277117464060921 quiescent
-1.6509287658193819 1.7170855647594212 quiescent
3.5273120512590577 2.526704768399174 activated
-2.511293711428398 1.2375447366584789 quiescent
-1.0068691962552285 -0.018996898378352042 quiescent
2.4897032656648057 1.1130662408660035 quiescent
1.2584751208117573 1.396653121955336 quiescent
1.0201047598171569 -0.4797023983480068 quiescent
0.9269783008805021 -0.276264488480618 quiescent
1.202791547807017 0.06985094763621831 quiescent
0.4240135683726304 -1.2391461477709802 quiescent
-0.2713804531172257 -0.9058809416898859 quiescent
-1.0374911275879635 -0.595130290283966 quiescent
-3.0558018385211927 -2.9138837722146835 quiescent
-1.0505977573818819 -0.30509167344683763 quiescent
-0.7473203454466172 -0.4664774674542763 quiescent
0.6352415310961693 0.11601010252283912 quiescent
0.47345242086240785 -3.0333018237360045 quiescent
-0.17397777820859436 -0.2631884529926289 quiescent
0.1827319064871554 1.6942258618678796 quiescent
2.6551361438918835 1.452876091888594 activated
-1.1728675240302011 -0.6562634742428715 quiescent
-0.6633439192697592 0.48529103040214816 quiescent
0.7327772198062455 -0.11335756953158359 quiescent
-0.3812698014110525 2.0997659137214786 quiescent
-1.8552800648120962 1.3137583914739492 quiescent
1.700654163503156 -1.6498369009710463 quiescent
-1.9088381328689914 0.47032158069514823 quiescent
0.4147489572332755 -1.0999074058429694 quiescent
1.8467329635779908 2.538190240079796 activated
1.2790560925879295 0.053040145582136 quiescent
0.026114112450006898 -1.6830280931203325 quiescent
2.3125976563486734 2.125015191362167 activated
2.177143890886403 -0.9270552715223683 quiescent
-2.9149851085025293 0.5287415465539995 quiescent
-0.27985465786102315 -0.1526188087937178 quiescent
0.47855864408564786 -0.3740555632161151 quiescent
-0.45930601894255774 1.2419619639108692 quiescent
0.7726104204590485 -4.173801701479384 quiescent
1.2932484994131062 1.6112168120970063 activated
0.03279425493982863 -0.703010724416837 quiescent
2.7158023711881842 -1.958590383836606 quiescent
1.682126562353496 0.6133508069052417 quiescent
-0.18433533827797227 -1.4036541513886032 quiescent
-2.3081898686169646 -0.6718427770741779 quiescent
1.192539141637267 -0.5616574782648309 quiescent
2.904422180132841 3.3948773416031357 activated
0.7693947306270132 -0.4471392526540735 quiescent
-1.7137772970332104 -0.5240140836193162 quiescent
-0.25229825961707397 -0.26127051646198607 quiescent
0.7547772201529891 1.9398388237983926 quiescent
-0.29258601131385176 1.2080901363482723 quiescent
-1.8450872035004426 0.825806243964323 quiescent
-0.46517516027709 -3.6522566461607084 quiescent
2.26042145060696 2.6750835794141397 activated
0.9034789204434435 0.6304233054705893 quiescent
1.1108346766444122 -1.4305509027119019 quiescent
3.0734501881997414 2.475148710420662 activated
2.61721764632472 -1.141810351342654 quiescent
0.3451421030465751 1.1430167704680372 quiescent
0.2974495801901546 0.1785129687111882 quiescent
2.4365180454948625 -0.9176346204751131 quiescent
-0.5157805133566133 0.06539528525137041 quiescent
-2.786972796670128 1.8542460456792305 quiescent
3.3801246132245466 2.4696737541125953 activated
-1.829616595468549 3.674052973592096 quiescent
0.6052374626862 0.8903677848556004 quiescent
0.9818702288800507 -0.0767826714114963 quiescent
2.508582363187044 2.285428860882453 activated
1.2981114439870178 -3.4523080453204242 quiescent
0.07621163216404345 -0.95549346985403 quiescent
0.7941979865290638 0.2065518149960791 quiescent
2.2885715193046123 2.5432322032621437 activated
0.09112529369926012 0.3166871325115751 quiescent
-1.6423677686115628 0.25407364958800216 quiescent
-1.400871983439752 -0.7995304891253989 quiescent
1.7983768198522605 0.27773462622591577 quiescent
1.5151907660020867 1.3800268998716447 quiescent
0.7385048339049732 -1.0210172115133287 quiescent
0.14313763078688654 1.382175102989267 quiescent
0.11673169186905888 0.9275703929977868 quiescent
-0.18069685768276117 -1.8496811031696399 quiescent
-1.1207374406262565 2.53868190154162 quiescent
-0.5629274251351712 -0.9580956111813336 quiescent
-0.6174587447827238 1.9177921242625828 quiescent
2.338208310929789 0.16410404463814227 quiescent
2.193161905567461 -3.090211064246481 quiescent
