x y class
2.9976422718318494 -2.4488506627038094 quiescent
-4.313013800438911 -2.0498961132039195 quiescent
1.8055029793034365 2.847987573784515 quiescent
1.8061055801052062 4.1712421778031485 activated
3.17624527469495 -3.0127814403337982 quiescent
-5.279121806468704 -0.9521235258413971 quiescent
-2.2386116826184885 1.3457012900037326 quiescent
0.7293373750394112 -3.9321441046224486 quiescent
2.0711279226871095 -1.7583689379732121 activated
0.4663661017108168 -0.14590834294283062 quiescent
2.13027981420686 -3.8077836235598355 quiescent
0.3937920256266203 0.09082157619206856 activated
0.8276768049093759 1.0565472503978266 activated
-2.316750654663767 1.2468460295440766 quiescent
1.7405041979178932 1.9894910023945998 quiescent
0.20497277134098568 0.4458665134163998 quiescent
-2.648638391363352 -1.9741017570712018 activated
0.4501761192470797 0.31185869772053976 activated
2.0619688762920108 3.721489523491334 activated
3.903040329174449 -0.7474000433962931 quiescent
5.264809247230309 1.0800433611401834 activated
3.4142781341813957 0.9792134594670195 quiescent
-1.6815215509453314 2.263353068225182 quiescent
0.5233014278011604 -0.8464147730386224 quiescent
1.71735783568568 0.9846422629164084 activated
1.2356443922237 0.8530408677918602 activated
0.2856021464086961 0.5818093953360766 quiescent
-3.416911743757216 -1.2749341193083716 activated
-1.1256426016769565 -0.9250795950528607 quiescent
2.734447100375703 -3.1063504704782243 quiescent
-1.6027656513248798 3.5995350408189664 activated
-0.07956163317591963 -0.39187445255749215 activated
-0.7333677562387658 1.0674250330211654 activated
2.1685373409510036 0.5240344555982228 activated
0.45535004346669994 1.7465918157448312 activated
-0.4780713010430009 0.48353377550464927 quiescent
3.304997163190807 2.7636005161087676 activated
-2.579426336314209 -0.17971500761376896 quiescent
-0.27681544848803996 2.473350644789857 quiescent
-1.4002921407459499 2.0830663104266223 quiescent
3.001008343548692 3.3416922982759005 activated
0.5569294130250739 -4.3652913544819505 quiescent
-2.0485645631844243 -4.236962403541608 quiescent
-1.6932664613292325 -2.477447295346961 activated
0.8535786555190843 -1.1946611074357314 quiescent
0.16278091034469544 4.5480506228706385 activated
-3.665401769643661 0.873178408727339 activated
-3.728675110156716 -0.6410093327228619 activated
-0.1951481441717683 -0.5199939736775951 activated
1.069165691691909 -4.400004530058953 quiescent
-1.088612205486659 2.9178431351687037 quiescent
-1.5270920744941505 -0.5553313565427783 quiescent
0.1179761295961379 -0.16245772713367906 activated
-0.051231688515715246 0.2152243608729657 activated
-0.28067425790391853 0.9010534354731892 activated
